cycle,cmte_id,cmte_nm,cmte_dsgn,cmte_tp,cmte_pty_affiliation,org_tp,connected_org_nm,cand_id,cand_pty_affiliation,cand_office
2018,C00118919,SNACK FOOD ASSOCIATION POLITICAL ACTION COMMITTEE (SNACKPAC),B,Q,,T,SNACK FOOD ASSOCIATION POLITICAL ACTION COMMITTEE (SNACKPAC),,,
2018,C00118943,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,B,Q,,W,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,,,
2018,C00119008,WASTE MANAGEMENT EMPLOYEES BETTER GOVERNMENT FUND,B,Q,,C,WASTE MANAGEMENT,,,
2018,C00119354,TENET HEALTHCARE CORPORATION POLITICAL ACTION COMMITTEE,B,Q,,C,TENET HEALTHCARE CORPORATION,,,
2018,C00119388,ALLIED GRAPE GROWERS PAC,U,Q,,V,ALLIED GRAPE GROWERS PAC,,,
2018,C00119776,GEORGIA POWER COMPANY FEDERAL PAC,B,Q,,C,SOUTHERN COMPANY EMPLOYEES PAC,,,
2018,C00120006,"SECURIAN, INC PAC",U,Q,,C,"SECURIAN, INC",,,
2018,C00120030,SOCIETY OF INDEPENDENT GASOLINE MARKETERS OF AMERICA PAC,U,Q,,T,SOCIETY OF INDEPENDENT GASOLINE MARKETERS OF AMERICA,,,
2018,C00120055,MARYLAND REPUBLICAN STATE CENTRAL COMMITTEE,U,Y,REP,,,,,
2018,C00120238,AMERICAN MOTORCYCLIST POLITICAL ACTION COMMITTEE,U,Q,,M,AMERICAN MOTORCYCLIST ASSOCIATION,,,
2018,C00120873,J. R. SIMPLOT COMPANY POLITICAL ACTION COMMITTEE,U,Q,,C,,,,
2018,C00121277,KING RANCH INC POLITICAL ACTION COMMITTEE-FEDERAL,U,Q,,C,KING RANCH INC,,,
2018,C00121319,THRIVENT FINANCIAL FOR LUTHERANS - EMPLOYEE POLITICAL ACTION COMMITTEE,U,Q,,W,LUTHERANS; AID ASS'N FOR,,,
2018,C00121350,CIGAR-PAC,B,Q,,T,,,,
2018,C00121368,EXXON MOBIL CORPORATION POLITICAL ACTION COMMITTEE (EXXONMOBIL PAC),B,Q,,C,EXXON MOBIL CORPORATION,,,
2018,C00121582,CALIFORNIA FRESH FRUIT ASSOCIATION POLITICAL ACTION COMMITTEE,U,Q,,T,CALIFORNIA FRESH FRUIT ASSOCIATION,,,
2018,C00121673,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 463 PAC,U,Q,,L,,,,
2018,C00122101,SAFARI CLUB INTERNATIONAL PAC (SCI-PAC),B,Q,,M,SAFARI CLUB INTERNATIONAL,,,
2018,C00122499,AMERICAN ACADEMY OF PHYSICIAN ASSISTANTS POLITICAL ACTION COMMITTEE (PA PAC),B,Q,,M,AMERICAN ACADEMY OF PHYSICIAN ASSISTANTS,,,
2018,C00123513,"FOREST CITY REALTY TRUST, INC. UNITED FOR A SENSIBLE GOVERNMENT (FOCUS)",B,Q,,C,,,,
2018,C00123612,TEXTRON INC. POLITICAL ACTION COMMITTEE,B,Q,,C,BEECHCRAFT INC. POLITICAL ACTION COMMITTEE (BEECHCRAFT PAC),,,
2018,C00123885,SIMMONS FIRST NATIONAL BANK POLITICAL ACTION COMMITTEE (SIMPAC) FEDERAL FUND,U,Q,,C,,,,
2018,C00124016,HECLA MINING COMPANY/HECLA LIMITED PAC,U,Q,,C,HECLA LIMITED,,,
2018,C00125534,COMPOSITION ROOFERS LOCAL UNION #30 POLITICAL ACTION & EDUCATION FUND,B,Q,,L,COMPOSITION ROOFERS LOCAL UNION #30 POLITICAL ACTION & EDUCATION FUND,,,
2018,C00125641,INTEL CORPORATION POLITICAL ACTION COMMITTEE,B,Q,,C,INTEL CORPORATION,,,
2018,C00125732,BLACK HILLS CORPORATION POLITICAL ACTION COMMITTEE,U,Q,,C,BLACK HILLS CORPORATION,,,
2018,C00126086,STOP THE ARMS RACE PAC,B,Q,,,NONE,,,
2018,C00126466,DIAMOND FOODS LLC POLITICAL ACTION COMMITTEE,U,Q,,C,,,,
2018,C00126763,NATIONAL ASSOCIATION OF CONVENIENCE STORES POLITICAL ACTION COMMITTEE,B,Q,,T,NATIONAL ASSOCIATION OF CONVENIENCE STORES,,,
2018,C00126789,LONE ROCK TIMBER MANAGEMENT COMPANY POLITICAL ACTION COMMITTEE (LONE ROCK PAC),U,Q,,C,LONE ROCK TIMBER MANAGEMENT CO,,,
2018,C00126847,KAMAN CORP. GOOD GOV'T. FUND,B,Q,,C,KAMAN CORP.,,,
2018,C00127258,"AIR PRODUCTS AND CHEMICALS, INC. POLITICAL ALLIANCE",B,Q,,C,"AIR PRODUCTS AND CHEMICALS, INC.",,,
2018,C00127621,"BAKERY, CONFECTIONERY, TOBACCO WORKERS AND GRAIN MILLERS INTERNATIONAL UNION PAC",U,Q,,L,"BAKERY, CONFECTIONERY, TOBACCO WORKERS AND GRAIN MILLERS INTERNATIONAL UNION",,,
2018,C00127779,PRUDENTIAL FINANCIAL INC. FEDERAL POLITICAL ACTION COMMITTEE (AKA - PRUDENTIAL FEDERAL PAC),B,Q,,C,"PRUDENTIAL FINANCIAL, INC.",,,
2018,C00127811,FLORIDA CONGRESSIONAL COMMITTEE,U,Q,,,,,,
2018,C00127910,DELAWARE BANKERS ASSOCIATION DELBANKPAC - F FUND,U,Q,NAT,T,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),,,
2018,C00128082,THE HOSPITAL AND HEALTHSYSTEM ASSOCIATION OF PENNSYLVANIA- FEDERAL POLITICAL ACTION COMMITTEE (HAPAC-FEDERAL),B,Q,,T,THE HOSPITAL AND HEALTHSYSTEM ASSOCIATION OF PENNSYLVANIA,,,
2018,C00128231,INTERNATIONAL DAIRY FOODS ASSOCIATION (IDFA) PAC,B,Q,,T,INTERNATIONAL DAIRY FOODS ASSOCIATION,,,
2018,C00128512,JPMORGAN CHASE & CO. PAC,B,Q,,C,JPMORGAN CHASE & CO.,,,
2018,C00128520,MASSACHUSETTS CITIZENS FOR LIFE POLITICAL ACTION COMMITTEE,U,Q,,W,MASSACHUSETTS CITIZENS FOR LIFE INC,,,
2018,C00128561,TOLL BROS. INC. PAC,U,Q,,C,TOLL BROS INC,,,
2018,C00128678,SOUTHEASTERN LUMBER MANUFACTURERS ASSOC POLITICAL ACTION COMMITTEE,U,Q,,T,,,,
2018,C00128686,RAISIN BARGAINING ASS'N FEDERAL POLITICAL ACTION COMMITTEE,U,Q,,V,,,,
2018,C00128876,PAT ROBERTS FOR US SENATE INC,P,S,REP,,,S6KS00080,REP,S
2018,C00128918,PRINCIPAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,B,Q,,C,PRINCIPAL LIFE INSURANCE COMPANY,,,
2018,C00128975,NATIONAL CONCRETE MASONRY ASSOCIATION POLITICAL ACTION COMMITTEE,U,Q,,T,NATIONAL CONCRETE MASONRY ASSOCIATION POLITICAL ACTION COMMITTEE,,,
2018,C00129122,"AEROJET ROCKETDYNE, INC PAC",B,Q,,C,AEROJET ROCKETDYNE INC.,,,
2018,C00129171,"MINNESOTA CITIZENS CONCERNED FOR LIFE, INC. FEDERAL PAC",U,Q,,W,"MINNESOTA CITIZENS CONCERNED FOR LIFE, INC. FEDERAL PAC",,,
2018,C00129189,NATIONAL SOCIETY OF ACCOUNTANTS POLITICAL ACTION COMMITTEE,U,Q,,T,,,,
2018,C00129627,PIPEFITTERS LOCAL 636 POLITICAL ACTION COMMITTEE,U,Q,,L,PIPEFITTERS LOCAL 636,,,
2018,C00129668,SOCIALIST NATIONAL COMMITTEE,U,Y,SWP,,,,,
2018,C00129742,CALIFORNIA BEET GROWERS ASSOCIATION LTD POLITICAL ACTION COMMITTEE (CAL SUGAR BEET PAC),U,Q,,T,,,,
2018,C00129932,AMERICAN RESORT DEVELOPMENT ASSOCIATION POLITICAL ACTION COMMITTEE (ARDA-PAC),B,Q,,T,AMERICAN RESORT DEVELOPMENT ASSOC,,,
2018,C00130385,CENTRAL PACIFIC BANK FED PAC AKA; CPB PAC-FED,U,Q,,C,,,,
2018,C00130468,BUILDERS ASSOCIATION OF MISSOURI POLITICAL ACTION COMMITTE,U,Q,,T,BUILDERS' ASS'N OF KANSAS CITY,,,
2018,C00130658,AMERICAN CONSERVATIVE UNION,B,Q,,M,AMERICAN CONSERVATIVE UNION,,,
2018,C00130773,NATIONAL MULTIFAMILY HOUSING COUNCIL POLITICAL ACTION COMMITTEE,B,Q,,T,NATIONAL MULTIFAMILY HOUSING COUNCIL,,,
2018,C00130807,SMI-PAC OF KENTUCKY,U,Q,,T,SHEET METAL/AIR CNDNG CNTRS NATL ASSN,,,
2018,C00130831,KENTUCKY CREDIT UNION LEAGUE MEMBERS POLITICAL ACTION COMMITTEE,U,Q,,T,KENTUCKY CREDIT UNION LEAGUE INC.,,,
2018,C00131185,AIRCRAFT OWNERS AND PILOTS ASSOCIATION POLITICAL ACTION COMMITTEE,U,Q,,M,AIRCRAFT OWNERS & PILOTS ASSOCIATION,,,
2018,C00131219,ROLLINS INC POLITICAL ACTION COMMITTEE,U,Q,,C,ROLLINS INC,,,
2018,C00131557,HEARTLAND PAC,U,Q,,,,,,
2018,C00131607,FLORIDA CITRUS MUTUAL POLITCAL ACTION COMMITTEE,B,Q,,T,FLORIDA CITRUS MUTUAL,,,
2018,C00131615,THE IRVINE COMPANY EMPLOYEES PAC,U,Q,,C,,,,
2018,C00131706,PIPEFITTERS LOCAL UNION #524,U,Q,,L,,,,
2018,C00132092,ALLIANT ENERGY CORPORATION EMPLOYEE'S POLITICAL ACTION COMM,B,Q,,C,ALLIANT ENERGY CORPORATION,,,
2018,C00132282,EQUIPMENT LEASING AND FINANCE ASSN PAC (LEASEPAC),B,Q,,T,EQUIPMENT LEASING AND FINANCE ASSOCIATION,,,
2018,C00132456,PROFESSIONAL SERVICES COUNCIL POLITICAL ACTION COMMITTEE,B,Q,,T,,,,
2018,C00132480,TAXICAB LIMOUSINE & PARATRANSIT ASSOCIATION POLITICAL ACTION COMMITTEE (TLPA PAC),U,Q,,T,TAXICAB LIMOUSINE & PARATRANSIT ASSOC,,,
2018,C00133215,NATIONAL GRAPE COOPERATIVE ASSOCIATION INC WELCH FOODS INC POLITICAL ACTION COMMITTEE,U,Q,,V,,,,
2018,C00133389,FUTURES INDUSTRY POLITICAL ACTION COMMITTEE,U,Q,,T,,,,
2018,C00133561,OKLAHOMA ASSOCIATION OF ELECTRIC COOPERATIVES-ACRE,U,Q,,V,ACTION COMMITTEE. FOR RURAL ELECTRIFICATION. (ACRE) NATIONAL RURAL ELECTRIC COOPERATIVE,,,
2018,C00133611,"PAC-INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 487",U,Q,,L,,,,
2018,C00134676,"PHOENIX FIRE FIGHTERS, LOCAL 493, FIRE PAC COMMITTEE",U,Q,,L,PHOENIX FIREFIGHTERS LOCAL 493,,,
2018,C00134726,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 14-14B VOLUNTARY POLITICAL COMMITTEE,U,Q,,L,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 14-14B,,,
2018,C00134742,PLASTERERS' AND CEMENT MASONS' ACTION COMMITTEE,U,Q,,L,OPCMIA,,,
2018,C00135368,SIERRA CLUB POLITICAL COMMITTEE,B,Q,,M,SIERRA CLUB INDEPENDENT ACTION,,,
2018,C00135376,HORIZON BANK PAC,U,Q,,C,,,,
2018,C00135459,PARKER -HANNIFIN CORPORATION POLITICAL ACTION COMMITTEE,U,Q,,C,PARKER-HANNIFIN CORPORATION,,,
2018,C00135475,TRANSPORT WORKERS UNION LOCAL 100 POLITICAL CONTRIBUTIONS COMMITTEE,U,Q,,L,TRANSPORT WORKERS UNION L 100,,,
2018,C00135541,TO PROTECT OUR HERITAGE PAC,U,Q,,,NONE,,,
2018,C00135558,MISSOURI DEMOCRATIC STATE COMMITTEE,U,Y,DEM,,,,,
2018,C00135590,INSTITUTE OF MAKERS OF EXPLOSIVES POLITICAL ACTION COMMITTEE,U,Q,,T,INSTITUTE OF MAKERS OF EXPLOSIVES POLITICAL ACTION COMMITTEE,,,
2018,C00135681,"FARMERS GROUP, INC., FARMERS INSURANCE EXCHANGE, FIRE INSURANCE EXCHANGE AND TRUCK INSURANCE EXCHANGE POLITICAL ACTION COMMITTEE AKA FARMERS INSURANCE PAC",B,Q,,C,"FARMERS GROUP, INC.",,,
2018,C00135707,OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION (OPEIU) LOCAL 2 COPE,U,Q,,L,OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION (OPEIU) LOCAL 2 COPE,,,
2018,C00135855,"DIAMONDBACK ENERGY, INC. POLITICAL ACTION COMMITTEE (DIAMONDBACK ENERGY PAC)",U,Q,,C,"DIAMONDBACK ENERGY, INC.",,,
2018,C00136200,RHODE ISLAND DEMOCRATIC STATE COMMITTEE,U,Y,DEM,,RHODE ISLAND SENATE VICTORY 2012,,,
2018,C00136457,NEW HAMPSHIRE REPUBLICAN STATE COMMITTEE,U,Y,REP,,,,,
2018,C00136531,NATIONAL DEMOCRATIC POLICY COMMITTEE,U,Q,,M,,,,
2018,C00136689,ELECTROPAC,U,Q,,L,ELECTRICAL WORKERS; INT'L BROTH'D OF,,,
2018,C00136739,IUOE OPERATING ENGINEERS,U,Q,,L,,,,
2018,C00136838,AGPAC OF THE ARIZONA FARM BUREAU FEDERATION,U,Q,NAT,M,ARIZONA FARM BUREAU FEDERATION,,,
2018,C00136853,CONTRA COSTA REPUBLICAN PARTY (FED),U,Y,REP,,NONE,,,
2018,C00137265,JOHN HANCOCK LIFE INSURANCE COMPANY (USA) FEDERAL POLITICAL ACTION COMMITTEE,B,Q,,C,JOHN HANCOCK LIFE INSURANCE COMPANY (USA),,,
2018,C00137273,M&T BANK AND WILMINGTON TRUST POLITICAL ACTION COMMITTEE,U,Q,,C,M&T BANK,,,
2018,C00137729,HOLLAND & HART LLP FEDERAL PAC,U,Q,,M,HOLLAND & HART LLP,,,
2018,C00137794,PLUMBERS AND PIPEFITTERS LOCAL UNION #25 FEDERAL PAC FUND,U,Q,,L,PLUMBERS & PIPEFITTERS LOCAL 25,,,
2018,C00137828,APL LIMITED PAC,U,Q,,C,,,,
2018,C00138339,NATIONAL TOUR ASSOCIATION TOURPAC,U,Q,,T,,,,
2018,C00138552,TEAMSTERS LOCAL 523 DRIVE FUND,U,Q,,L,,,,
2018,C00138560,WASHINGTON POLITICAL ACTION COMMITTEE,U,Q,,,NONE,,,
2018,C00138701,AMERICANS FOR GOOD GOVERNMENT INC,U,Q,,M,NONE,,,
2018,C00138966,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 68 POLITICAL ACTION COMMITTEE,U,Q,,L,ENGINEERS; INT'L UNION OF OPERATING,,,
2018,C00138974,TTX PAC,U,Q,,C,TTX COMPANY,,,
2018,C00139014,MIAMI ASSOCIATION OF FIRE FIGHTERS IAFF LOCAL 587 PAC,U,Q,,L,MIAMI ASSOCIATION OF FIRE FIGHTERS IAFF LOCAL 587,,,
2018,C00139071,ARCHIPAC  -THE AMERICAN INSTITUTE OF ARCHITECTS,B,Q,,,THE AMERICAN INSTITUTE OF ARCHITECTS,,,
2018,C00139089,SIGN/PAC,U,Q,,M,,,,
2018,C00139097,CONSERVATIVE NATIONAL COMMITTEE (FKA-CONGRESSIONAL MAJORITY COMMITTEE),U,Q,,M,NONE,,,
2018,C00139253,REPUBLICAN PARTY OF MANITOWOC COUNTY,U,Y,REP,,,,,
2018,C00139279,MICHIGAN CREDIT UNION LEAGUE LEGISLATIVE ACTION FUND,U,Q,,C,CULAC  (C00007880),,,
2018,C00139360,MONTANA ACTION COMMITTEE FOR RURAL ELECTRIFICATION,U,Q,,T,ELECTRIC COOP. ASS'N; NAT'L RURAL,,,
2018,C00139451,KANSAS CITY SOUTHERN EMPLOYEE PAC,U,Q,,C,KANSAS CITY SOUTHERN INDUSTRIES INC,,,
2018,C00139477,OKLAHOMA BANKERS ASSOCIATION FEDERAL PUBLIC AFFAIRS COMMITTEE,U,Q,,T,OKLAHOMA BANKERS ASSOCIATION FEDERAL PUBLIC AFFAIRS COMMITTEE,,,
2018,C00139519,MOTION PICTURE ASSOCIATION OF AMERICA INC POLITICAL ACTION COMMITTEE,B,Q,,T,"MOTION PICTURE ASSOCIATION OF AMERICA, INC.",,,
2018,C00139568,ILLINOIS BANKERS ASSOCIATION PAC (ILLINOIS BANKERS PAC),U,Q,,T,ILLINOIS BANKERS ASSOCIATION PAC (ILLINOIS BANKERS PAC),,,
2018,C00139600,LEAGUE OF SOUTHEASTERN CREDIT UNIONS FEDERAL PAC,U,Q,,T,LEAGUE OF SOUTHEASTERN CREDIT UNIONS,,,
2018,C00139659,JOINT ACTION COMMITTEE FOR POLITICAL AFFAIRS,U,Q,,,NONE,,,
2018,C00139667,UGI CORPORATION POLITICAL ACTION COMMITTEE(UGI/PAC),B,Q,,M,UGI CORPORATION,,,
2018,C00139741,INDEPENDENT ACTION INC,U,Q,,M,,,,
2018,C00139964,NATIONAL ASSOCIATION OF WHEAT GROWERS POLITICAL ACTION COMMITTEE (WHEATPAC),U,Q,,T,NATIONAL ASSOCIATION OF WHEAT GROWERS POLITICAL ACTION COMMITTEE (WHEATPAC),,,
2018,C00140061,NATIONAL EMERGENCY MEDICINE POLITICAL ACTION COMMITTEE / AMERICAN COLLEGE OF EMERGENCY PHYSICIANS,U,Q,,M,AMERICAN COLLEGE OF EMERGENCY PHYSICIANS,,,
2018,C00140384,SHELTER MUTUAL INSURANCE COMPANY FEDERAL PAC,B,Q,,M,SHELTER MUTUAL INSURANCE COMPANY FEDERAL PAC,,,
2018,C00140590,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,U,Y,REP,,ALAMEDA COUNTY REPUBLICAN PARTY (FEDERAL),,,
2018,C00140707,LOUISIANA BANKERS ASSOCIATION FED PAC,U,Q,,T,LOUISIANA BANKERS ASSOCIATION,,,
2018,C00140715,HOYER FOR CONGRESS,P,H,DEM,,HOYER'S MAJORITY FUND,H2MD05155,DEM,H
2018,C00140772,DAN J GOULD BRANCH 343 NATIONAL ASSOCIATION OF LETTER CARRIERS POLITICAL ACTION FUND,U,Q,,L,,,,
2018,C00140855,FIRSTENERGY CORP. POLITICAL ACTION COMMITTEE,B,Q,,C,FIRSTENERGY CORP.,,,
2018,C00141044,FRIENDS OF THE EARTH ACTION POLITICAL ACTION COMMITTEE,U,Q,,M,"FRIENDS OF THE EARTH (ACTION), INC.",,,
2018,C00141218,EXELON CORPORATION POLITICAL ACTION COMMITTEE (EXELON PAC),B,Q,,C,EXELON CORPORATION,,,
2018,C00141242,AGRI-MARK INC POLITICAL ACTION COMMITTEE,U,Q,,V,,,,
2018,C00141341,"ILLINOIS FEDERATION FOR RIGHT TO LIFE, INC PAC",U,Q,,W,"ILLINOIS FEDERATION FOR RIGHT TO LIFE, INC.",,,
2018,C00141382,"GANNETT FLEMING, INC  PAC",U,Q,,C,"GANNETT FLEMING, INC.",,,
2018,C00141572,RIGHT TO LIFE/OREGON PAC,U,Q,,,OREGON RIGHT TO LIFE,,,
2018,C00141697,ALLEGHENY TECHNOLOGIES INCORPORATED POLITICAL ACTION COMMITTEE (AT-PAC),U,Q,,,NONE,,,
2018,C00141747,FRIENDS OF ISRAEL POLITICAL ACTION COMMITTEE - FIPAC,U,Q,,,,,,
2018,C00141812,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,U,Y,DEM,,DEMOCRATIC GRASSROOTS VICTORY FUND,,,
2018,C00142000,OXLEY FOR CONGRESS,P,H,REP,,,H2OH04032,REP,H
2018,C00142083,"EUGENE P. MELVILLE JR. OPERATING ENGINEERS, LOCAL 98 SOCIAL ACTION FUND",U,Q,,L,,,,
2018,C00142158,COVANTA ENERGY LLC POLITICAL ACTION COMMITTEE (COVANTA PAC),B,Q,,C,COVANTA HOLDING CORPORATION,,,
2018,C00142299,JACOBS GOOD GOVERNMENT FUND OF JACOBS ENGINEERING GROUP INC.,B,Q,,C,JACOBS ENGINEERING GROUP INC.,,,
2018,C00142307,WATKINS ASSOCIATED INDUSTRIES INC EMPLOYEES FOR GOOD GOVERNMENT COMMITTEE (WATKINS-PAC),U,Q,,C,,,,
2018,C00142315,BOYD GAMING POLITICAL ACTION COMMITTEE,U,Q,,C,BOYD GAMING CORPORATION,,,
2018,C00142372,PENN MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,U,Q,,C,PENN MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,,,
2018,C00142489,ALLETE PAC,B,Q,,C,"ALLETE, INC.",,,
2018,C00142596,"COMPASS BANCSHARES, INC PAC",B,Q,,C,COMPASS BANK,,,
2018,C00142653,ALERTED DEMOCRATIC MAJORITY,U,Q,,,,,,
2018,C00142711,THE BOEING COMPANY POLITICAL ACTION COMMITTEE,B,Q,,C,THE BOEING COMPANY,,,
2018,C00142786,NIKE INC FEDERAL POLITICAL ACTION COMMITTEE (NIKE FEDERAL PAC),B,Q,,C,"NIKE, INC.",,,
2018,C00142851,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 150 POLITICAL ACTION COMMITTEE,U,Q,,L,ENGINEERS; INT'L UNION OF OPERATING,,,
2018,C00142893,INMAN MILLS GOOD GOVERNMENT FUND,U,N,,C,,,,
2018,C00142935,"BRANCH 28, NATIONAL ASSOCIATION OF LETTER CARRIERS POLITICAL ACTION COMMITTEE",U,Q,,L,,,,
2018,C00143164,"ONEAMERICA FINANCIAL PARTNERS, INC. PAC",U,Q,,C,"ONEAMERICA FINANCIAL PARTNERS, INC.",,,
2018,C00143230,NEW YORK STATE DEMOCRATIC COMMITTEE,U,Y,DEM,,DEMOCRATIC GRASSROOTS VICTORY FUND,,,
2018,C00143305,CH2M HILL COMPANIES LTD PAC,B,Q,,C,JACOBS GOOD GOVERNMENT FUND OF JACOBS ENGINEERING GROUP INC,,,
2018,C00143362,PLUMBERS LOCAL 519 POLITICAL ACTION COMMITTEE,U,Q,,L,,,,
2018,C00143396,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION 313 PAC,U,Q,,L,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION 313,,,
2018,C00143438,FRIENDS OF BYRON DORGAN,P,S,DEM,,,S2ND00040,DEM,S
2018,C00143560,ACADEMY OF NUTRITION AND DIETETICS POLITICAL ACTION COMMITTEE,U,Q,,M,ACADEMY OF NURITION AND DIETETICS,,,
2018,C00143743,REPUBLICAN PARTY OF TEXAS,U,Y,REP,,HARRIS COUNTY REPUBLICAN PARTY,,,
2018,C00143867,EQUIFAX INC. POLITICAL ACTION COMMITTEE,U,Q,,C,"EQUIFAX INC,",,,
2018,C00144147,MISSISSIPPI POWER COMPANY FEDERAL PAC A/K/A/ MS PWR CO EMP COMM FOR RESP FED GOV,B,Q,,C,MISSISSIPPI POWER COMPANY,,,
2018,C00144154,INTERNATIONAL ASSOCIATION OF AMUSEMENT PARKS AND ATTRACTIONS PAC (IAAPA-PAC),B,Q,,T,,,,
2018,C00144170,LOUISIANIANS FOR AMERICAN SECURITY POLITICAL ACTION COMMITTEE,U,Q,,,NONE,,,
2018,C00144261,APPRAISAL INSTITUTE PAC (AI PAC),B,Q,,T,APPRAISAL INSTITUTE,,,
2018,C00144311,MACY'S INC. RETAIL ISSUES FUND,U,Q,,C,,,,
2018,C00144345,SANOFI US SERVICES INC. EMPLOYEES' POLITICAL ACTION COMMITTEE,B,Q,,C,SANOFI US SERVICES INC,,,
2018,C00144576,"BAKER MANOCK & JENSEN, A PROFESSIONAL CORPORATION, POLITICAL ACTION COMMITTEE",U,N,,C,,,,
2018,C00144584,PAUL HASTINGS LLP POLITICAL ACTION COMMITTEE,U,Q,,,,,,
2018,C00144709,POTTER-RANDALL DEMOCRATIC CLUB,U,Q,DEM,,NONE,,,
2018,C00144766,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,B,Q,,T,,,,
2018,C00144774,SOUTHERN COMPANY EMPLOYEES PAC,B,Q,,C,,,,
2018,C00144824,"DUKE ENERGY PIEDMONT NATURAL GAS COMPANY, INC. PAC",U,Q,,C,,,,
2018,C00145037,"SOUTHERN COMPANY GAS POLITICAL ACTION COMMITTEE, INC",B,Q,,C,SOUTHERN COMPANY GAS,,,
2018,C00145342,GOLDEN STATE POLITICAL ACTION COMMITTEE,U,Q,,,NONE,,,
2018,C00145623,AMERICAN STAFFING ASSOCIATION STAFFING PAC,B,Q,,T,AMERICAN STAFFING ASSOCIATION,,,
2018,C00145722,MURPHY OIL CORPORATION POLITICAL ACTION COMMITTEE,U,Q,,C,,,,
2018,C00145789,INTERNATIONAL LONGSHOREMENS ASSOCIATION LOCAL 1416 POLITICAL ACTION COMMITTEE,U,Q,,L,,,,
2018,C00145862,DAN BURTON FOR CONGRESS COMMITTEE,P,H,REP,,,H2IN06023,REP,H
2018,C00146472,NEW YORK CHOICE PAC II,U,Q,,,,,,
2018,C00146506,NATIONAL COURT REPORTERS ASSOCIATION,B,Q,,T,,,,
2018,C00146555,ASSOCIATED GENERAL CONTRACTORS OF NORTH DAKOTA PAC,U,Q,,T,GENERAL CONTRACTORS OF ND; ASSOCIATED,,,
2018,C00146605,FARMERS' RICE COOPERATIVE FUND,U,Q,,V,FARMERS' RICE COOPERATIVE FUND,,,
2018,C00146886,OREGON SMITH FUND (FKA BOB SMITH FOR CONGRESS COMMITTEE),U,Q,,,,,,
2018,C00146969,ARMENIAN NATIONAL COMMITTEE PAC,U,Q,,T,,,,
2018,C00147066,AMERICAN COUNCIL OF LIFE INSURERS POLITICAL ACTION COMMITTEE,B,Q,,T,AMERICAN COUNCIL OF LIFE INSURERS,,,
2018,C00147173,"WINE AND SPIRITS WHOLESALERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE",B,Q,,T,WINE & SPIRITS WHOLESALERS OF AMERICA,,,
2018,C00147181,PLUMBERS & PIPEFITTERS LOCAL UNION NO. 295 PAC,U,Q,,L,LOCAL UNION 295 UNITED ASS'N PLUMBERS & PIPEFITTERS U.S. & CANADA,,,
2018,C00147231,CROWLEY MARITIME CORPORATION FEDERAL PAC,B,Q,,C,CROWLEY MARITIME CORPORATION FEDERAL PAC,,,
2018,C00147512,CONGRESSIONAL BLACK CAUCUS PAC,U,Q,,,,,,
2018,C00147645,NEW MEXICO BANKERS ASSOCIATION,U,Q,,M,NEW MEXICO BANKERS ASSOCIATION,,,
2018,C00147918,ECOLOGY AND ENVIRONMENT COMMITTEE FOR RESPONSIBLE GOVERNMENT,U,N,,C,ECOLOGY & ENVIRONMENT INC,,,
2018,C00147975,KIDSPAC,U,Q,,,,,,
2018,C00147983,NATIONAL ACTION COMMITTEE (NACPAC),U,Q,,,NONE,,,
2018,C00148031,THE CATERPILLAR INC. EMPLOYEE POLITICAL ACTION COMMITTEE,B,Q,,C,CATERPILLAR INC.,,,
2018,C00148098,NEW YORK STATE PUBLIC EMPLOYEES FEDERATION - COPE,U,Q,,L,SERVICE EMPLOYEES INTERNATIONAL UNION,,,
2018,C00148155,ST. LOUISANS FOR BETTER GOVERNMENT,U,Q,,,,,,
2018,C00148510,"WAWA, INC. POLITICAL ACTION COMMITTEE",U,Q,,C,"WAWA, INC.",,,
2018,C00148684,FRELINGHUYSEN FOR CONGRESS,A,H,,,,H2NJ05014,REP,H
2018,C00148882,LINCOLN CLUB OF NORTHERN CALIFORNIA FEDERAL PAC,U,Q,NNE,C,LINCOLN CLUB OF NORTHERN CALIFORNIA,,,
