rank,committee,n_gifts,dollars,sources,state,cmte_tp,org_tp,connected_org,cum_pct_of_untagged,side,labor,corporate_trade,confidence,evidence,source_url,entity_type,idc_caucus,proposed_by,reviewed
3379,FRIENDS OF MIRONES,6,3020.0,nyboe,not_in_fec_master,,,,96.46,,false,false,low,No New York officeholder or candidate named Mirones could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3380,FRIENDS OF CHRISTOPHER KEEGAN,6,600.0,nyboe,not_in_fec_master,,,,96.46,,false,false,low,No New York officeholder or candidate named Christopher Keegan could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3381,REBECCA HARARY FOR NYC COUNCIL DBA TEAM HARARY,6,4820.0,nyboe,not_in_fec_master,,,,96.47,REP,false,false,medium,Rebecca Harary was the Republican nominee for the 4th New York City Council district in Manhattan in 2017,,candidate,false,web-research-2026-08-09,yes
3382,NASSAU COUNTY CONSERVATIVE PRIMARY COMMITTEE,6,975.0,nyboe,not_in_fec_master,,,,96.47,REP,false,false,high,Conservative Party of New York committee folded to REP under the project fusion convention since it cross-endorses Republican candidates,,party_committee,false,rule-engine-2026-08-09 (fusion:CONSERVATIVE->REP),yes
3383,FLAGSTAR BANK N.A. PAC,6,585.0,fec,in_master_no_party,Q,C,,96.47,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,false,rule-engine-2026-08-09 (fec:org_tp=corporate),yes
3384,FRIENDS OF MOHSEN,6,1650.0,nyboe,not_in_fec_master,,,,96.47,,false,false,low,No New York officeholder or candidate named Mohsen could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3385,RICHARDSON FOR NEW YORK,6,230.0,nyboe,not_in_fec_master,,,,96.48,,false,false,low,Several New York candidates named Richardson are possible so the party line cannot be established,,candidate,false,web-research-2026-08-09,yes
3386,RICHARD ABORN FOR MANHATTAN DISTRICT ATTORNEY,6,2225.0,nyboe,not_in_fec_master,,,,96.48,DEM,false,false,medium,Richard Aborn ran in the Democratic primary for Manhattan District Attorney,,candidate,false,web-research-2026-08-09,yes
3387,FRIENDS OF MISBA ABDIN,6,700.0,nyboe,not_in_fec_master,,,,96.48,,false,false,low,No New York officeholder or candidate named Misba Abdin could be confirmed for this committee,,candidate,false,web-research-2026-08-09,yes
3388,COMMITTEE TO ELECT JUDGE ANGELA G. IANNACCI,6,1000.0,nyboe,not_in_fec_master,,,,96.48,,false,false,medium,Angela Iannacci is a Nassau County judge and Nassau judicial races are routinely cross-endorsed by both parties,,candidate,false,web-research-2026-08-09,yes
3389,COMMITTEE TO ELECT JOHN MANGIALARDI TOWN JUDGE,6,500.0,nyboe,not_in_fec_master,,,,96.49,,false,false,medium,Town judge campaign committee for John Mangialardi and judicial races are commonly cross-endorsed by both parties,,candidate,false,web-research-2026-08-09,yes
3390,FIRE ISLAND PINES PROPERTY OWNERS ASSOCIATION PAC,6,1399.0,nyboe,not_in_fec_master,,,,96.49,,false,false,medium,Political committee of a Fire Island property owners association rather than a party union or industry group,,other,false,web-research-2026-08-09,yes
3391,EDMOND WONG FOR CIVIL COURT,6,1903.34,nyboe,not_in_fec_master,,,,96.49,,false,false,medium,Edmond Wong sought a New York Civil Court judgeship and judicial committees are left unsided under the cross-endorsement rule,,candidate,false,web-research-2026-08-09,yes
3392,SILVERSTEIN 2013,6,650.0,nyboe,not_in_fec_master,,,,96.49,,false,false,low,No New York officeholder or candidate named Silverstein could be pinned to this committee,,candidate,false,web-research-2026-08-09,yes
3393,SHERIDAN C. CHU FOR CIVIL COURT,6,1069.69,nyboe,not_in_fec_master,,,,96.5,,false,false,medium,Sheridan C. Chu sought a New York Civil Court judgeship and judicial committees are left unsided under the cross-endorsement rule,,candidate,false,web-research-2026-08-09,yes
3394,KRISTEN FOR NY 93,6,700.0,nyboe,not_in_fec_master,,,,96.5,,false,false,low,No candidate named Kristen in the 93rd Assembly district could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3395,KEN 2013,6,625.0,nyboe,not_in_fec_master,,,,96.5,,false,false,low,No New York officeholder or candidate could be matched to this first-name-only committee,,candidate,false,web-research-2026-08-09,yes
3396,FRIENDS OF MONAE PRIOLENAU,6,550.0,nyboe,not_in_fec_master,,,,96.5,,false,false,low,No New York officeholder or candidate named Monae Priolenau could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3397,FRIENDS OF GIRALDO,6,300.0,nyboe,not_in_fec_master,,,,96.51,,false,false,low,No New York officeholder or candidate named Giraldo could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3398,MINER / VOLPE FOR NY (NY = NEW YORK),6,1250.0,nyboe,not_in_fec_master,,,,96.51,,false,false,medium,Stephanie Miner and Michael Volpe ran for Governor and Lieutenant Governor of New York on the Serve America Movement line which folds to neither major party,,candidate,false,web-research-2026-08-09,yes
3399,COMMITTEE TO ELECT JUDGE PHIL GOGLAS,6,925.0,nyboe,not_in_fec_master,,,,96.51,,false,false,medium,Judicial campaign committee for Phil Goglas and judicial races are commonly cross-endorsed by both parties,,candidate,false,web-research-2026-08-09,yes
3400,MELONI NYCC,6,1675.0,nyboe,not_in_fec_master,,,,96.51,,false,false,low,No New York City Council candidate named Meloni could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3401,RIGHT PRINCIPLES PAC,6,1867.0,fec,in_master_no_party,N,,,96.52,,false,false,low,Federal PAC whose sponsor could not be verified so the ideological sounding name alone is not evidence of a side,,other,false,web-research-2026-08-09,yes
3402,CARRION 2013,6,1250.0,nyboe,not_in_fec_master,,,,96.52,,false,false,medium,Adolfo Carrion Jr ran for New York City Mayor in 2013 on the Independence Party line which folds to neither major party,,candidate,false,web-research-2026-08-09,yes
3403,CARLINA 2021,6,2360.0,nyboe,not_in_fec_master,,,,96.52,DEM,false,false,high,Carlina Rivera is the Democratic New York City Council member for the Lower East Side,,candidate,false,web-research-2026-08-09,yes
3404,FRIENDS OF MILLIE THOMAS,6,7075.79,nyboe,not_in_fec_master,,,,96.52,,false,false,low,No New York officeholder or candidate named Millie Thomas could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3405,FRIENDS OF CONSTANTINE KAVADAS,6,1725.0,nyboe,not_in_fec_master,,,,96.53,,false,false,low,No New York officeholder or candidate named Constantine Kavadas could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3406,EVE CHO GUILLERGAN FOR CIVIL COURT,6,1119.69,nyboe,not_in_fec_master,,,,96.53,,false,false,medium,Eve Cho Guillergan sought a New York Civil Court judgeship and judicial committees are left unsided under the cross-endorsement rule,,candidate,false,web-research-2026-08-09,yes
3407,ETHAN M. FELDER,6,300.0,nyboe,not_in_fec_master,,,,96.53,DEM,false,false,medium,Ethan Felder is a Queens Democratic district leader who ran in a Democratic primary for the City Council,,candidate,true,web-research-2026-08-09,yes
3408,ESPINAL FOR 17,6,1950.0,nyboe,not_in_fec_master,,,,96.54,,false,false,low,The district and the specific Espinal behind this committee could not be established,,candidate,false,web-research-2026-08-09,yes
3409,ERISTOFF FOR STATE SENATE,6,1950.0,nyboe,not_in_fec_master,,,,96.54,REP,false,false,medium,Andrew Eristoff was a Republican New York City Council member from Manhattan who sought a State Senate seat,,candidate,false,web-research-2026-08-09,yes
3410,MELENDEZ FOR JUDGE 2017,6,3410.0,nyboe,not_in_fec_master,,,,96.54,,false,false,medium,Judicial campaign committee for a candidate named Melendez and judicial races are commonly cross-endorsed by both parties,,candidate,false,web-research-2026-08-09,yes
3411,MICHAEL REYNOLDS FOR NEW YORK,6,700.0,nyboe,not_in_fec_master,,,,96.54,,false,false,low,No New York officeholder or candidate named Michael Reynolds could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3412,GINA BARBARA 2017,6,220.0,nyboe,not_in_fec_master,,,,96.55,,false,false,low,No New York officeholder or candidate named Gina Barbara could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3413,GILLIBRAND VICTORY FUND,6,3600.0,fec,in_master_no_party,N,,NONE,96.55,DEM,false,false,high,Joint fundraising committee for Kirsten Gillibrand the Democratic United States Senator from New York,,joint_fundraising,false,web-research-2026-08-09,yes
3414,SENATE MAJORITY ACTION FUND,6,138.6,fec,in_master_no_party,N,,,96.55,,false,false,low,Federal PAC whose sponsor could not be identified and similar names exist on both sides of the aisle,,other,false,web-research-2026-08-09,yes
3415,SHANAE FOR WESTCHESTER,6,1300.0,nyboe,not_in_fec_master,,,,96.55,DEM,false,false,medium,Shanae Williams is the Democrat who represents Yonkers in the Westchester County Legislature,,candidate,false,web-research-2026-08-09,yes
3416,FRIENDS OF DEBORAH KLUGHERS,6,475.41,nyboe,not_in_fec_master,,,,96.56,DEM,false,false,medium,Deborah Klughers ran on the Democratic line for East Hampton town office in Suffolk County,,candidate,false,web-research-2026-08-09,yes
3417,FRIENDS OF JB JB JUSTIN BRANNAN,6,4225.0,nyboe,not_in_fec_master,,,,96.56,DEM,false,false,high,Justin Brannan is the Democratic New York City Council member from Bay Ridge Brooklyn,,candidate,false,web-research-2026-08-09,yes
3418,COMMITTEE TO RE-ELECT JUDGE DEBRA SILBER,6,325.0,nyboe,not_in_fec_master,,,,96.56,,false,false,medium,Debra Silber is a Brooklyn judge and judicial committees are left unsided under the cross-endorsement rule,,candidate,false,web-research-2026-08-09,yes
3419,EDWARD T. FINNERAN,6,5264.05,nyboe,not_in_fec_master,,,,96.56,,false,false,low,No New York officeholder or candidate named Edward T. Finneran could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3420,KOTLER FOR SUPREME COURT 2018,6,900.0,nyboe,not_in_fec_master,,,,96.57,,false,false,medium,Kotler sought a New York Supreme Court seat in 2018 and judicial committees are left unsided under the cross-endorsement rule,,candidate,false,web-research-2026-08-09,yes
3421,SCHULMAN 2009,6,1300.0,nyboe,not_in_fec_master,,,,96.57,DEM,false,false,medium,Lynn Schulman ran in the Democratic primary for the Forest Hills seat on the New York City Council,,candidate,false,web-research-2026-08-09,yes
3422,FRIENDS OF DAVID SOARES,6,2450.0,nyboe,not_in_fec_master,,,,96.57,DEM,false,false,high,P. David Soares is the Democratic Albany County District Attorney,,candidate,false,web-research-2026-08-09,yes
3423,LEAGUE OF HUMANE VOTERS OF NEW YORK CITY,6,1275.0,nyboe,not_in_fec_master,,,,96.57,,false,false,medium,Animal welfare single issue group that endorses and funds candidates of both parties,,ideological_pac,false,web-research-2026-08-09,yes
3424,LAZIO 2000 INC,6,4250.0,fec,not_in_fec_master,,,,96.58,REP,false,false,high,Rick Lazio was the Republican congressman from Long Island who was the party's 2000 nominee for United States Senate,,candidate,false,web-research-2026-08-09,yes
3425,LAVELLE FOR ASSEMBLY,6,525.0,nyboe,not_in_fec_master,,,,96.58,,false,false,low,No New York Assembly candidate named Lavelle could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3426,COMMITTEE TO ELECT YVONNE J GRAHAM,6,1250.0,nyboe,not_in_fec_master,,,,96.58,DEM,false,false,medium,Yvonne Graham was the Brooklyn Deputy Borough President who ran for office as a Democrat,,candidate,false,web-research-2026-08-09,yes
3427,MEYER FOR HEMPSTEAD TOWN COUNCIL,6,732.0,nyboe,not_in_fec_master,,,,96.58,,false,false,low,No Hempstead Town Council candidate named Meyer could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3428,COMMITTEE TO ELECT MCDONALD TO THE SENATE,6,3850.0,nyboe,not_in_fec_master,,,,96.59,,false,false,low,Both a Republican and a Democrat named McDonald have sought New York legislative seats so the candidate is ambiguous,,candidate,false,web-research-2026-08-09,yes
3429,COMMITTEE TO ELECT MALONE JUDGE,6,700.0,nyboe,not_in_fec_master,,,,96.59,,false,false,medium,Judicial campaign committee for a candidate named Malone and judicial races are commonly cross-endorsed by both parties,,candidate,false,web-research-2026-08-09,yes
3430,FRIENDS OF VINNY MACCHIO,6,500.0,nyboe,not_in_fec_master,,,,96.59,,false,false,low,No New York officeholder or candidate named Vinny Macchio could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3431,COMMITTEE TO ELECT MORSHED ALAM TO NYS SENATE,6,476.0,nyboe,not_in_fec_master,,,,96.59,DEM,false,false,medium,Morshed Alam ran as a Democrat for the New York State Senate from Queens,,candidate,false,web-research-2026-08-09,yes
3432,MCCORMICK VICTORY FUND,6,3750.0,fec,in_master_no_party,N,,NONE,96.6,REP,false,false,medium,Joint fundraising committee for Dave McCormick the Republican United States Senate candidate in Pennsylvania,,joint_fundraising,false,web-research-2026-08-09,yes
3433,RYDER FOR NEW YORK 2026,6,1455.0,nyboe,not_in_fec_master,,,,96.6,,false,false,low,No New York candidate named Ryder could be confirmed for this 2026 committee,,candidate,false,web-research-2026-08-09,yes
3434,ROLISON FOR NY,6,6050.0,nyboe,not_in_fec_master,,,,96.6,REP,false,false,medium,Rob Rolison is the Republican New York State Senator from Poughkeepsie and former mayor of that city,,candidate,false,web-research-2026-08-09,yes
3435,RUBEN WILLS 2011,6,1450.0,nyboe,not_in_fec_master,,,,96.61,DEM,false,false,high,Ruben Wills was the Democratic New York City Council member from southeast Queens,,candidate,false,web-research-2026-08-09,yes
3436,EMILY'S LIST,6,1000.0,fec,in_master_no_party,Q,,WOMEN VOTE!,96.61,DEM,false,false,high,EMILY's List exists to elect Democratic women who support abortion rights,,ideological_pac,false,web-research-2026-08-09,yes
3437,EMILY GALLAGHER FOR STATE ASSEMBLY,6,229.2,nyboe,not_in_fec_master,,,,96.61,DEM,false,false,high,Emily Gallagher is the Democratic New York State Assemblymember from Greenpoint Brooklyn,,candidate,false,web-research-2026-08-09,yes
3438,GAINWELL HOLDING CORP. POLITICAL ACTION COMMITTEE - GAINWELL PAC,6,195.0,nyboe,not_in_fec_master,,,,96.61,,false,true,medium,Corporate or professional firm PAC identifiable from the company name and PAC naming convention which funds incumbents of both parties,,corporate_pac,false,rule-engine-2026-08-09 (corporate:name-shape),yes
3439,WALKER FOR NEW YORK CITY,6,1950.0,nyboe,not_in_fec_master,,,,96.62,,false,false,low,The Walker surname appears on candidates of both parties so this committee cannot be sided,,candidate,false,web-research-2026-08-09,yes
3440,SAVE NYC,6,825.2,nyboe,not_in_fec_master,,,,96.62,,false,false,low,Generic committee name that gives no reliable indication of sponsor or party,,other,false,web-research-2026-08-09,yes
3441,SANTAMAURO FOR CIVIL COURT,6,3300.0,nyboe,not_in_fec_master,,,,96.62,,false,false,medium,Santamauro sought a New York Civil Court judgeship and judicial committees are left unsided under the cross-endorsement rule,,candidate,false,web-research-2026-08-09,yes
3442,FRIENDS OF JOHN MARCHI,6,850.0,nyboe,not_in_fec_master,,,,96.62,REP,false,false,high,John Marchi was the Republican New York State Senator from Staten Island,,candidate,false,web-research-2026-08-09,yes
3443,LESTER FOR NEW YORK,6,2000.0,nyboe,not_in_fec_master,,,,96.63,,false,false,low,No New York officeholder or candidate named Lester could be pinned to this committee,,candidate,false,web-research-2026-08-09,yes
3444,GARDINER FOR EAST HAMPTON,6,285.0,nyboe,not_in_fec_master,,,,96.63,,false,false,low,No East Hampton officeholder or candidate named Gardiner could be tied to a party line,,candidate,false,web-research-2026-08-09,yes
3445,GENTILE FOR DA,6,6200.0,nyboe,not_in_fec_master,,,,96.63,DEM,false,false,medium,Vincent Gentile was the Brooklyn Democratic council member who ran in the Democratic primary for District Attorney,,candidate,false,web-research-2026-08-09,yes
3446,EMGAGE FEDERAL POLITICAL ACTION COMMITTEE,6,25125.0,fec,in_master_no_party,V,M,,96.63,DEM,false,false,medium,Emgage is a Muslim American civic organization whose federal PAC endorses almost entirely Democratic candidates,,ideological_pac,false,web-research-2026-08-09,yes
3447,ELIJAH FOR SENATE 2024,6,678.64,nyboe,not_in_fec_master,,,,96.64,DEM,false,false,medium,Elijah Reichlin-Melnick is the Rockland County Democrat who ran for the 38th State Senate district in 2024,,candidate,false,web-research-2026-08-09,yes
3448,VITTORIA FOR THE PEOPLE,6,419.0,nyboe,not_in_fec_master,,,,96.64,DEM,false,false,medium,Vittoria Fariello ran in the Democratic primary for Brooklyn District Attorney,,candidate,false,web-research-2026-08-09,yes
3449,FRIENDS OF MICHAEL FRAGIN,6,2425.0,nyboe,not_in_fec_master,,,,96.64,REP,false,false,medium,Michael Fragin is a Republican activist and candidate from Lawrence in the Five Towns of Nassau County,,candidate,false,web-research-2026-08-09,yes
3450,FRIENDS OF JORGE,6,4375.0,nyboe,not_in_fec_master,,,,96.64,,false,false,low,No New York officeholder or candidate could be matched to this first-name-only committee,,candidate,false,web-research-2026-08-09,yes
3451,LYDIA GREEN 4 BK,6,359.0,nyboe,not_in_fec_master,,,,96.65,,false,false,low,No Brooklyn officeholder or candidate named Lydia Green could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3452,FRIENDS OF WILLIAM TORANZO,6,300.0,nyboe,not_in_fec_master,,,,96.65,,false,false,low,No New York officeholder or candidate named William Toranzo could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3453,LONG ISLAND ASSOCIATION ACTION COMMITTEE,6,175.6,nyboe,not_in_fec_master,,,,96.65,,false,true,high,Political arm of the Long Island Association the regional business group which backs incumbents of both parties,,trade_assoc_pac,false,web-research-2026-08-09,yes
3454,FRITZ FOR STATE SENATE 2016,6,440.0,nyboe,not_in_fec_master,,,,96.65,,false,false,low,No New York State Senate candidate named Fritz could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3455,LEVITTOWN SOUTH REPUBLICAN COMMITTEE,6,610.0,nyboe,not_in_fec_master,,,,96.66,REP,false,false,high,The committee name identifies it as a Republican Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:REP),yes
3456,COMMITTEE TO ELECT VERRIS B. SHAKO,6,1058.0,nyboe,not_in_fec_master,,,,96.66,,false,false,low,No New York officeholder or candidate named Verris B. Shako could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3457,LINCOLN RESTLER FOR STATE COMMITTEE LRFSC LINCOLN RESTLER FOR STATE COMMITTEE,6,1400.0,nyboe,not_in_fec_master,,,,96.66,DEM,false,false,high,Lincoln Restler won a Democratic state committee post in Brooklyn and later a City Council seat as a Democrat,,candidate,false,web-research-2026-08-09,yes
3458,MARAT FILLER,6,950.0,nyboe,not_in_fec_master,,,,96.66,,false,false,low,No New York officeholder or candidate named Marat Filler could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3459,COMMITTEE TO ELECT SHIVANI DHIR,6,2700.0,nyboe,not_in_fec_master,,,,96.67,,false,false,low,No New York officeholder or candidate named Shivani Dhir could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3460,FURHAN FOR ASSEMBLY,6,1175.0,nyboe,not_in_fec_master,,,,96.67,,false,false,low,No New York Assembly candidate named Furhan could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3461,FRIENDS OF KAREN KOSLOWITZ,6,1425.0,nyboe,not_in_fec_master,,,,96.67,DEM,false,false,high,Karen Koslowitz was the Democratic New York City Council member from Forest Hills Queens,,candidate,false,web-research-2026-08-09,yes
3462,FRIENDS OF JUSTIN WAGNER,6,1300.0,nyboe,not_in_fec_master,,,,96.68,DEM,false,false,medium,Justin Wagner was the Democratic candidate for the 40th New York State Senate district in the Hudson Valley,,candidate,false,web-research-2026-08-09,yes
3463,FRIENDS OF MICHAEL BENJAMIN,6,3975.0,nyboe,not_in_fec_master,,,,96.68,DEM,false,false,medium,Michael Benjamin was the Democratic New York State Assemblymember from the South Bronx,,candidate,false,web-research-2026-08-09,yes
3464,FRIENDS OF MELISSA ROSENBERG,6,1075.0,nyboe,not_in_fec_master,,,,96.68,,false,false,low,No New York officeholder or candidate named Melissa Rosenberg could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3465,"LOWE'S COMPANIES, INC. POLITICAL ACTION COMMITTEE",6,60.0,fec,in_master_no_party,Q,C,"LOWE'S COMPANIES, INC.",96.68,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,false,rule-engine-2026-08-09 (fec:org_tp=corporate),yes
3466,MAFFIA FOR NY,6,975.0,nyboe,not_in_fec_master,,,,96.69,,false,false,low,No New York officeholder or candidate named Maffia could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3467,COMMITTEE TO ELECT SCOTT AUSTER,6,725.0,nyboe,not_in_fec_master,,,,96.69,,false,false,low,No New York officeholder or candidate named Scott Auster could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3468,ZELLNOR FOR SENATE,6,665.0,nyboe,not_in_fec_master,,,,96.69,DEM,false,false,high,Zellnor Myrie is the Democratic New York State Senator from central Brooklyn,,candidate,false,web-research-2026-08-09,yes
3469,ACECNY - PAC,6,836.17,nyboe,not_in_fec_master,,,,96.69,,false,true,high,PAC of the American Council of Engineering Companies of New York which is an association of engineering firms funding both parties,,trade_assoc_pac,false,web-research-2026-08-09,yes
3470,WOMENLEAD,6,2800.0,fec,in_master_no_party,V,,NONE,96.7,,false,false,low,Federal PAC whose sponsor could not be identified and womens PACs exist in both parties,,other,false,web-research-2026-08-09,yes
3471,INTERNATIONAL FRANCHISE ASSOCIATION FRANCHISING POLITICAL ACTION COMMITTEE INC,6,852.0,fec,in_master_no_party,Q,T,INTERNATIONAL FRANCHISE ASSOCIATION,96.7,,false,true,high,FEC registers this committee with organization type T meaning a trade association so it is an industry PAC that funds candidates of both parties,,trade_assoc_pac,false,rule-engine-2026-08-09 (fec:org_tp=trade_assoc),yes
3472,YVETTE 4 NY,6,357.8,nyboe,not_in_fec_master,,,,96.7,,false,false,low,No New York officeholder could be confirmed behind this first-name-only committee,,candidate,false,web-research-2026-08-09,yes
3473,PATTERSON FOR NEW YORK,6,1150.0,nyboe,not_in_fec_master,,,,96.7,,false,false,low,No New York officeholder or candidate named Patterson could be pinned to this committee,,candidate,false,web-research-2026-08-09,yes
3474,FRIENDS OF RHODA JACOBS,6,2650.0,nyboe,not_in_fec_master,,,,96.71,DEM,false,false,high,Rhoda Jacobs was the Democratic New York State Assemblymember from Flatbush Brooklyn,,candidate,false,web-research-2026-08-09,yes
3475,DAVID YASSKY FOR NEW YORK STATE SENATE,6,1850.0,nyboe,not_in_fec_master,,,,96.71,DEM,false,false,high,David Yassky was the Brooklyn Democrat on the New York City Council who sought a State Senate seat,,candidate,false,web-research-2026-08-09,yes
3476,YETTA KURLAND 2009,6,685.0,nyboe,not_in_fec_master,,,,96.71,DEM,false,false,medium,Yetta Kurland ran in the Democratic primary for the 3rd New York City Council district in Manhattan,,candidate,false,web-research-2026-08-09,yes
3477,YEGER FOR BROOKLYN,6,2566.0,nyboe,not_in_fec_master,,,,96.71,DEM,false,false,medium,Kalman Yeger was elected to the New York City Council from Borough Park Brooklyn as a Democrat,,candidate,false,web-research-2026-08-09,yes
3478,ARNOLD & PORTER KAYE SCHOLER LLP (APKS) PARTNERS POLITICAL ACTION COMMITTEE,6,1122.0,fec,in_master_no_party,Q,,NONE,96.72,,false,true,medium,Corporate or professional firm PAC identifiable from the company name and PAC naming convention which funds incumbents of both parties,,corporate_pac,false,rule-engine-2026-08-09 (corporate:name-shape),yes
3479,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",6,1700.0,fec,in_master_no_party,Q,T,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC.",96.72,,false,true,high,FEC registers this committee with organization type T meaning a trade association so it is an industry PAC that funds candidates of both parties,,trade_assoc_pac,false,rule-engine-2026-08-09 (fec:org_tp=trade_assoc),yes
3480,IRANIAN-AMERICAN DEMOCRATS OF NEW YORK,6,700.0,nyboe,not_in_fec_master,,,,96.72,DEM,false,false,high,The committee name identifies it as a Democratic Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:DEM),yes
3481,FRIENDS OF JOE HAND,6,390.0,nyboe,not_in_fec_master,,,,96.72,,false,false,low,No New York officeholder or candidate named Joe Hand could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3482,FRIENDS OF JOE CAMMARATA,6,642.4100000000001,nyboe,not_in_fec_master,,,,96.73,,false,false,low,No New York officeholder or candidate named Joe Cammarata could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3483,JACKY ROSEN VICTORY FUND,6,7300.0,fec,in_master_no_party,N,,NONE,96.73,DEM,false,false,high,Joint fundraising committee for Jacky Rosen the Democratic United States Senator from Nevada,,joint_fundraising,false,web-research-2026-08-09,yes
3484,FRIENDS OF JO ANNE SIMON,6,396.99,nyboe,not_in_fec_master,,,,96.73,DEM,false,false,high,Jo Anne Simon is the Democratic New York State Assemblymember for the 52nd district in Brooklyn,,candidate,false,web-research-2026-08-09,yes
3485,JACKSON FOR SENATE 2020,5,175.0,nyboe,not_in_fec_master,,,,96.73,DEM,false,false,medium,Robert Jackson is the Democratic New York State Senator from upper Manhattan,,candidate,false,web-research-2026-08-09,yes
3486,TEACHING HOSPITAL EDUCATION POLITICAL ACTION COMMITTEE,5,3000.0,nyboe,not_in_fec_master,,,,96.74,,false,true,medium,PAC tied to teaching hospitals which are employers rather than a labor organization and which fund incumbents of both parties,,trade_assoc_pac,false,web-research-2026-08-09,yes
3487,D'AUGUSTE FOR SUPREME COURT,5,2700.0,nyboe,not_in_fec_master,,,,96.74,,false,false,medium,D'Auguste sought a New York Supreme Court seat and judicial committees are left unsided under the cross-endorsement rule,,candidate,false,web-research-2026-08-09,yes
3488,JARED RICH FOR NYC,5,285.0,nyboe,not_in_fec_master,,,,96.74,,false,false,low,No New York officeholder or candidate named Jared Rich could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3489,TAYLOR 2021,5,225.0,nyboe,not_in_fec_master,,,,96.74,,false,false,low,No New York officeholder or candidate named Taylor could be pinned to this committee,,candidate,false,web-research-2026-08-09,yes
3490,BANNON FOR CIVIL COURT,5,415.0,nyboe,not_in_fec_master,,,,96.74,,false,false,medium,Bannon sought a New York Civil Court judgeship and judicial committees are left unsided under the cross-endorsement rule,,candidate,false,web-research-2026-08-09,yes
3491,TAPIA FOR THE BRONX,5,4150.0,nyboe,not_in_fec_master,,,,96.75,,false,false,low,No Bronx officeholder or candidate named Tapia could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3492,FRIENDS OF LALLY,5,600.0,nyboe,not_in_fec_master,,,,96.75,,false,false,low,No New York officeholder or candidate named Lally could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3493,FRIENDS OF L RICKIE TULLOCH,5,650.0,nyboe,not_in_fec_master,,,,96.75,,false,false,low,No New York officeholder or candidate named L Rickie Tulloch could be identified for this committee,,candidate,false,web-research-2026-08-09,yes
3494,FRIENDS OF ELLEN JAFFEE,5,750.0,nyboe,not_in_fec_master,,,,96.75,DEM,false,false,high,Ellen Jaffee was the Democratic New York State Assemblymember from Rockland County,,candidate,false,web-research-2026-08-09,yes
3495,SUZANNE ADAMS FOR SUPREME COURT 2024,5,960.59,nyboe,not_in_fec_master,,,,96.76,,false,false,medium,Suzanne Adams sought a New York Supreme Court seat in 2024 and judicial committees are left unsided under the cross-endorsement rule,,candidate,false,web-research-2026-08-09,yes
3496,SUTTON FOR THE CITY,5,3760.6,nyboe,not_in_fec_master,,,,96.76,,false,false,low,No New York officeholder or candidate named Sutton could be pinned to this committee,,candidate,false,web-research-2026-08-09,yes
3497,CROWLEY '09,5,620.0,nyboe,not_in_fec_master,,,,96.76,DEM,false,false,medium,Both Elizabeth Crowley and Joseph Crowley of Queens who could be behind this 2009 committee are Democrats,,candidate,false,web-research-2026-08-09,yes
3498,JO ANNE SIMON FOR CITY COUNCIL,5,2400.0,nyboe,not_in_fec_master,,,,96.76,DEM,false,false,high,Jo Anne Simon is the Brooklyn Democrat who served on local boards and in the State Assembly,,candidate,false,web-research-2026-08-09,yes
